ols,elastic_0.01,elastic_0.1,elastic_1.0,elastic_10.0,ridge_0.01,ridge_0.1,ridge_1.0,ridge_10.0,lasso_0.01,lasso_0.1,lasso_1.0,lasso_10.0,knn_5,knn_10,knn_15,knn_20,SuperLearner
0.8571120137791848,0.8575140670494903,0.8388580402517182,0.14825701723058693,0.0,0.8571120572595154,0.8571124483922796,0.8571163408945476,0.8571533890088505,0.8574447525285196,0.8110045927589016,0.0,0.0,0.7269397519450654,0.7505936908054214,0.7522676552895415,0.7507009486634099,0.857381635706022
0.8528855167360976,0.8525107401233922,0.828722597913649,0.13483517988054217,0.0,0.852885488763558,0.8528852368468264,0.8528827014608961,0.8528557306398565,0.8521260635576129,0.799114428196787,0.0,0.0,0.7249134280540231,0.7421922019358076,0.7418209567707184,0.7393849178374134,0.8526201112514462
0.8623438302562103,0.8622645914920702,0.8405917259771493,0.14741089677185337,0.0,0.862343834558055,0.8623438730966619,0.8623442408665711,0.8623461622501574,0.8620164255716833,0.811151563845391,0.0,0.0,0.7231112870711895,0.7483750184955257,0.7511094726709509,0.7484352846080948,0.8622798065708509
0.8554611118130102,0.8554274709879092,0.8341219389102924,0.14362469824941138,0.0,0.8554611187713039,0.8554611812198968,0.8554617882820345,0.8554661217433046,0.8551389497419178,0.8052074655916517,0.0,0.0,0.7223496628154578,0.738525213035027,0.7414988901228876,0.7419843326714624,0.8554274709879092
0.8570992203418089,0.8563944320973147,0.8326934968934253,0.13645312610299876,0.0,0.85709918955742,0.8570989123349133,0.8570961239770372,0.8570666319766225,0.8558912703794133,0.8035046920612414,0.0,0.0,0.7202006805948793,0.7375931247929565,0.7376859262594623,0.736497328181728,0.8562827288419789
0.862071882543562,0.8619746108901972,0.8404955163354577,0.14305918569409115,0.0,0.8620718652672117,0.8620717096069399,0.8620701358706643,0.8620526903729946,0.8618233843855163,0.8133600218360351,0.0,0.0,0.7313111569630163,0.7453587021097845,0.7488215419710855,0.7447761552219445,0.8619746108901972
0.8546876499868075,0.8541915910791156,0.8308465970461771,0.14678246142510987,0.0,0.8546875959971071,0.8546871099397919,0.8546822345198822,0.8546320000785137,0.8538797905316693,0.8035447120012076,0.0,0.0,0.7236284114871343,0.7405685559430237,0.7391823106348931,0.7362722055053521,0.8543232530633893
0.8489648803912315,0.8486456031929658,0.8250242419870313,0.14291785907178656,0.0,0.8489648584581606,0.8489646608975943,0.8489626691668022,0.848941144172332,0.8482402831468655,0.7952858239994848,0.0,0.0,0.7178559404095792,0.7329664105322697,0.7337677128394242,0.7345364835982302,0.8484903556983483
0.858906211099478,0.8584234352699027,0.8352829210745611,0.14125642500571878,0.0,0.8589061977082516,0.8589060770159799,0.8589048531462078,0.8588909248667442,0.8579981353873394,0.8058222033522157,0.0,0.0,0.7316115566699221,0.7487323813984706,0.750637588161489,0.748943241044523,0.8584813763281642
0.8589053445395165,0.8589875512803835,0.8386075309994365,0.13834648416369877,0.0,0.8589053597914282,0.8589054968830988,0.8589068504269479,0.8589186537137603,0.8589290290115424,0.8098702129290807,0.0,0.0,0.7351409388356915,0.7502114301924241,0.7531292549340387,0.7540270169335517,0.8589875512803835
0.8549071572114548,0.8549913001692029,0.8356793081812455,0.14574627808021767,0.0,0.8549071719703201,0.8549073046243403,0.8549086137689574,0.854919970818269,0.8548908303564056,0.8090923935876762,0.0,0.0,0.7324955805777216,0.7511491281517274,0.7540853036809465,0.7527611611655292,0.8550245596237598
0.8599680712841444,0.8595553469527131,0.8366034843358935,0.13869536168047236,0.0,0.8599680892710225,0.8599682509662948,0.8599698494481965,0.8599839927979396,0.8590980443015326,0.8050671327745142,0.0,0.0,0.720562170305051,0.7383818315809452,0.741442292947831,0.7388551244186342,0.8596053218158205
0.8560708792520455,0.855913532278266,0.8331123038780931,0.14205153566456497,0.0,0.8560708948512905,0.8560710350608423,0.8560724189802482,0.8560844460740751,0.8555445627483022,0.8011871877425075,0.0,0.0,0.7247205087049724,0.7426702051674887,0.7463449614631321,0.7466570304234241,0.855715289422372
0.8682626450124931,0.868266431129384,0.8482307114133065,0.1523536409936942,0.0,0.8682626685102396,0.8682628798078909,0.8682649747650937,0.8682841277555733,0.8680380682975851,0.8200060243724261,0.0,0.0,0.7365728766908821,0.756543053256813,0.7580025413499023,0.7567369647168972,0.868266431129384
0.8601788690967235,0.8600170845789838,0.8385675135439843,0.14440036257799427,0.0,0.8601788709181748,0.8601788871397865,0.8601790323873888,0.8601787930414391,0.8597165033801117,0.8101775231720598,0.0,0.0,0.73042388751712,0.7472984087938962,0.7490366024220589,0.746823038472358,0.8601677995866142
0.848033120460545,0.8477641774717067,0.8260239882214861,0.1490936188110601,0.0,0.8480331052991141,0.8480329686848349,0.8480315865680678,0.848016172731507,0.8474647376864648,0.7978980512085813,0.0,0.0,0.7285841260200252,0.7423604067275559,0.7457591446283275,0.7424648899154067,0.8476973205405514
0.8640231987654587,0.8641227593992657,0.8440765652023315,0.13934925074432736,0.0,0.8640232234803893,0.8640234457271607,0.8640256496278013,0.864045837523515,0.8639625821270405,0.8161082163895571,0.0,0.0,0.7401999973452389,0.751490730383584,0.7559698275926053,0.7530729068934785,0.8640688443478837
0.8611587781439138,0.860502012466066,0.8363126847506005,0.14855478442315762,0.0,0.8611587286049911,0.861158282604191,0.8611538077014566,0.8611075736166142,0.8600801132888884,0.8078908761999928,0.0,0.0,0.7229453569728581,0.7386403274694064,0.7424703249521913,0.7416299950210823,0.8608352770053583
0.8650426655377739,0.8656232207072494,0.8480270009176033,0.1490959640578634,0.0,0.865042718286228,0.865043192827734,0.8650479189850421,0.8650932605266047,0.8656451860034391,0.8209094492160304,0.0,0.0,0.7345805308644909,0.7514465132196362,0.7558440918356193,0.7518481074983192,0.8654159756965275
0.8587597568376331,0.8586637041264951,0.8370091531910392,0.13911628713902213,0.0,0.858759741361957,0.8587596019146159,0.8587581909866981,0.8587424411623462,0.8584537969002219,0.8091047695845077,0.0,0.0,0.7286409820784354,0.7485217101730712,0.7489994841056549,0.7456281370859497,0.8587975266034727
0.8571206337921076,0.8567420572842972,0.8343478397179092,0.14492297519065767,0.0,0.8571206139644247,0.8571204353464226,0.8571186324546534,0.8570989374176493,0.8565187229344468,0.8055200530027122,0.0,0.0,0.7270059448422131,0.7442509534340931,0.7445578389569364,0.7432063289259825,0.8566960183508706
0.8527750115276029,0.8525270714078812,0.8298457090217679,0.1481133011460658,0.0,0.8527750131726264,0.8527750277996714,0.8527751564370115,0.852774684859311,0.8521654625450278,0.7995893452816584,0.0,0.0,0.7122685854018587,0.7375895685435575,0.7362646701510933,0.7346033491870059,0.8523863467132545
0.8595663460160657,0.8595168648607576,0.8384964976236536,0.13937757583578114,0.0,0.8595663828899616,0.8595667145642159,0.8595700124224929,0.8596011082604944,0.8592018551750817,0.8079045066454897,0.0,0.0,0.7314307814512024,0.7468355585600979,0.7503989475360533,0.7470346221367339,0.8595175919641767
0.8617674474228278,0.861468062006592,0.8377654395464079,0.13689894231024624,0.0,0.8617674303182288,0.8617672762082497,0.8617657184233497,0.8617484770853101,0.8610663514024051,0.8073315808745112,0.0,0.0,0.7353764764984416,0.7469576595937045,0.7511226498716581,0.7510051143165993,0.8615395254765417
0.8561464885260366,0.8551317223634157,0.8275971971947066,0.1406537801190646,0.0,0.856146435028113,0.8561459533855953,0.8561411210059391,0.8560912066794781,0.8544194279029733,0.7949346043151173,0.0,0.0,0.7206570137024193,0.7411905311160387,0.7384513281406733,0.7345329196493,0.8549529056291428
0.8606171548049217,0.8608425236018982,0.841572263882433,0.14999969100371946,0.0,0.8606171747543767,0.860617354125626,0.8606191306325315,0.8606351801694829,0.8607425460110276,0.8141586952497486,0.0,0.0,0.7455485155155757,0.7591394581667807,0.7601323928783938,0.7567722954980943,0.8608310272564579
0.8619640605016973,0.8616295579835791,0.839883240474891,0.1473809009079653,0.0,0.8619640499831165,0.8619639551469888,0.8619629900695363,0.8619516726685641,0.8613407363759616,0.8120965868700463,0.0,0.0,0.7322792046618476,0.757953820254518,0.7566388372580553,0.7537639539903584,0.8615374244753015
0.8592935129827297,0.8590738149548909,0.8373809688968753,0.13897051930514281,0.0,0.8592934846657412,0.8592932296454028,0.8592906628702962,0.8592633429843578,0.8588918203553407,0.8108364383964621,0.0,0.0,0.7275257160426866,0.7488324912766371,0.7453932503447125,0.7442589847406267,0.8590738149548909
0.863335027615252,0.8631335421068602,0.8412838767722703,0.15007464405033155,0.0,0.8633350210025427,0.8633349613167041,0.8633343474894686,0.8633265174068787,0.8627719953696672,0.8131031478992521,0.0,0.0,0.7260600930347787,0.743702837676397,0.7445184789838121,0.7425123870819745,0.8631335421068602
0.8599007354868933,0.8599746760723883,0.8387358285100524,0.13420624145908344,0.0,0.8599007617312129,0.8599009977408938,0.8599033391129483,0.8599248860306582,0.8597074577688171,0.8095116361386144,0.0,0.0,0.735438164327445,0.754442572995767,0.7556652739233465,0.7520193620288846,0.8598534206554164
0.862692085724789,0.8628549280733226,0.8434006341039918,0.14862033973941802,0.0,0.862692108691536,0.862692315219325,0.8626943633816024,0.8627131384053714,0.8626680686314204,0.8154180924748214,0.0,0.0,0.7386268396307132,0.7578867072169104,0.7568453666756594,0.7553122205848144,0.8628572146067748
0.8578117296467822,0.8573750253436534,0.8337402823599787,0.14686295858321363,0.0,0.8578116940659837,0.8578113736778057,0.857808153862697,0.8577743671729499,0.8570405167288557,0.8049683025226936,0.0,0.0,0.7257070615475406,0.7463456247680844,0.7481137638978802,0.7468807438782893,0.857354812994675
0.8449585613348141,0.8453200899206121,0.8247564746702244,0.1309785750507807,0.0,0.844958607940192,0.844959027200117,0.8449632011457868,0.8450030808044743,0.8450736309994904,0.7942802391225814,0.0,0.0,0.7247807150638838,0.7346756838049473,0.7385464707272842,0.7378743101538786,0.8451911950416418
0.8615772631153995,0.8614226365596785,0.8393558632625084,0.14904900668818044,0.0,0.8615772724811332,0.8615773565897767,0.8615781795685618,0.8615846040911156,0.8610770425804392,0.8097460413200357,0.0,0.0,0.7231516356872436,0.7477337391395575,0.7488901373810624,0.7484973409579512,0.8611375423648586
0.8639614296648936,0.8638126358273722,0.8429664711552354,0.14470071628617065,0.0,0.8639614334980193,0.8639614678241399,0.8639617940613473,0.8639633590649463,0.8635461452330186,0.815469147681959,0.0,0.0,0.7404683145453941,0.7577300052108725,0.7545029785436014,0.7515861743689732,0.8638126358273722
0.8631353503585433,0.863203069704786,0.8431587706202421,0.14804478370415275,0.0,0.8631353810712846,0.8631356572955482,0.8631384006934927,0.8631639558980337,0.862988599925481,0.8149258824174288,0.0,0.0,0.7289291306589742,0.7471877088939851,0.7524299043702718,0.7507599555610853,0.863203069704786
0.8612621629030183,0.8605499103293234,0.8354905782074182,0.1377941890990263,0.0,0.8612620968096517,0.8612615018159704,0.8612555366989785,0.8611943721425311,0.8601543351490515,0.8073453634652981,0.0,0.0,0.718707576370782,0.7378310284587177,0.7401802334050854,0.7362384095478769,0.8605509837873618
0.8654911224633125,0.8654519177062947,0.8449182041053522,0.13955521089183165,0.0,0.8654911333283072,0.8654912309360437,0.8654921894742609,0.8655000261558004,0.8652385728181707,0.8168642855037337,0.0,0.0,0.7369149675913982,0.7555384894794954,0.7617322000541963,0.7599326406112715,0.8655051253758494
0.8581146897178773,0.8580735450682107,0.8367060397525936,0.13872674632603377,0.0,0.8581146961278785,0.8581147536430296,0.8581153114886778,0.8581191645228792,0.8578043072102814,0.8080829225254196,0.0,0.0,0.7288251869345771,0.7467806977394814,0.7488387218881629,0.7489318196228533,0.8581230207871177
0.8552506450102102,0.8547492863550376,0.8324216859569706,0.13745984944766942,0.0,0.8552506422389926,0.8552506171232498,0.8552503486674166,0.8552459394839447,0.8543530181213147,0.8036891994632445,0.0,0.0,0.71924414597676,0.7399070702380401,0.7417020036895186,0.740202900427939,0.8546737382893305
0.8578053178383925,0.8578559711593703,0.8367727230608442,0.14190155800406257,0.0,0.8578053409310218,0.857805548579179,0.8578076067012114,0.8578263575076269,0.8576308759337261,0.8068845751542386,0.0,0.0,0.7268534901389728,0.7398304601119443,0.7398455003708662,0.7373932557327432,0.8578669151088076
0.8654258113715421,0.8656890773853503,0.8465559432758769,0.14749517541156765,0.0,0.86542581675243,0.8654258650088589,0.8654263305933623,0.8654292934603546,0.8657408250420076,0.8204427549766661,0.0,0.0,0.7382218653087926,0.7544041034117424,0.7563073655007966,0.7524273736577947,0.8656242798647964
0.8585199697228417,0.8581357644494998,0.8353316598970564,0.14063317217387494,0.0,0.8585199563902156,0.8585198362282362,0.8585186179473967,0.8585047740314427,0.8578579274092395,0.8049577970583077,0.0,0.0,0.7246748740840723,0.7395301508972125,0.7447923155706833,0.7443382812460051,0.8583373371241587
