5-fold,10-fold,Adaptive
0.9091769200131643,0.9098127458935731,0.9075549108037272
0.8156060527259569,0.808838833800885,0.8100858656577522
0.9317618629814302,0.9317618629814302,0.9366710426705903
0.8568390877989369,0.856131276372022,0.8568569908828743
0.8931807352248398,0.8940373217260764,0.8919372426313857
0.8747567716230411,0.872166158019787,0.8741290364589516
0.8884372573290427,0.8883820745580807,0.8880659465241402
0.9361243263556037,0.9366423342816368,0.9361523057232928
0.9117191520076716,0.9246838400867851,0.9276795456452473
0.8812622339612045,0.8802711115128508,0.8773409713276312
0.907741722302327,0.9079006933084728,0.9079446073558938
0.847016984751664,0.8480109495880284,0.8401088938279201
0.8880379032286565,0.8900268274358986,0.8895748159345341
0.9448019057193087,0.9444741100599648,0.9437806916218507
0.8497370158257899,0.8544603797670178,0.8495894452968913
0.8764763737613699,0.8812769725618399,0.887489724507498
0.8127255434850176,0.8170184792887412,0.8231068591973747
0.8969009085677054,0.8991937157313001,0.899513172657143
0.7981838350657798,0.7987682426427164,0.7972176652883982
0.9268947573472641,0.9255454805888004,0.9264484105808399
0.9148097460649549,0.9068369828629621,0.9073493687858938
0.9047908854876746,0.8893926418675595,0.897251404931283
0.8898910139930214,0.8784198124501509,0.8860617819815563
0.8973412973220849,0.898586950501324,0.9006448996099022
0.9101769838620377,0.9103104356076731,0.9107079538696475
0.8577326809741739,0.8544115977697784,0.8530619823885618
0.9053300868853439,0.9058685317623483,0.9060357646389042
0.9032268958899955,0.9043339022041149,0.9049544692522807
0.9391485625128774,0.9356483469488089,0.9355192932903956
0.9321415535672418,0.9331927658991124,0.9331078689989949
0.8821525727002469,0.880863299092164,0.8824276295863337
0.9181432713798166,0.9174897910768256,0.9181404517731894
0.8813750192701535,0.8818848753042199,0.8819841155262399
0.9099081228825937,0.9113169643613132,0.9136176890929456
0.8824221463988843,0.8773995569307448,0.8768935406593639
0.8597886348167088,0.8597861508784974,0.8608592179299165
0.8312691453158998,0.8297310889291948,0.8251609396142829
0.8984325688961711,0.9087096564858681,0.9115641334278576
0.8786518064094343,0.87508205007995,0.8765676176552504
0.8149209719378411,0.8071365319921492,0.8150781694832958
0.9376781445472459,0.9362948757967563,0.9368346113064232
0.8721581355051856,0.8722948648566369,0.8745265711185746
0.8547122331456183,0.857265015141197,0.8567427944689888
0.8891289628561292,0.8905830198333445,0.8957269578697545
0.9071106067506927,0.9066050525698511,0.9084032429771559
0.8760474894608472,0.8765366109676258,0.8777235335522715
0.9181464413407298,0.9172588331018303,0.9170310517406981
0.9264932795101812,0.9286560317923267,0.9285059933915096
0.904428708917084,0.9022404862916362,0.8972132972345551
0.893777235900673,0.9048403616811955,0.9031530416993867
0.8637587130153556,0.8549761129397857,0.8475702039042572
0.9213146888917699,0.927274033846728,0.9281820056738684
0.8954007008584692,0.8934019375421087,0.8933914547954594
0.9178094879893234,0.9205710272621795,0.9226393654690324
0.9233964302350907,0.9217868583441006,0.9222114724547037
0.9578077731270084,0.9527817727969371,0.9577553868387141
0.8339796404538233,0.8532794331777804,0.8628125410285807
0.950420356217011,0.9501456693922139,0.9478399150601295
0.8445998789946707,0.8437418396030243,0.845191212469153
0.8758403032217382,0.8750164084676937,0.8766382445223466
0.8938832959746528,0.8977816776753281,0.9046851938834912
0.9011474591148261,0.9001279435593015,0.9022616507657641
0.8684797973462489,0.8686412495296363,0.8686878051449839
0.907747982780115,0.9094663558676191,0.9114963045972181
0.951044368900534,0.9500081319229925,0.9523873358535621
0.9173147614844246,0.9173147614844246,0.9110669411749085
0.893677009674077,0.8954506607035909,0.8953850335825736
0.8922722727083452,0.8815111764654271,0.8735864759497716
0.8834494612104005,0.8790768586353229,0.8838880702615985
0.9280313928284402,0.9275317932560603,0.9274807725326911
0.9065928862298845,0.9062059579572157,0.90569720053999
0.9343305514684849,0.9382912381248861,0.9295816683140454
0.8846091300492237,0.8860590275846623,0.8837969325684901
0.826523912867944,0.8258582729592976,0.8214455057019914
0.8897925373924515,0.889480846326749,0.8968311334181768
0.9245693615702886,0.9252297574400125,0.9218344123609631
0.9239062971299258,0.9254470845493586,0.9244267495674816
0.9424963209419145,0.9424963209419145,0.9411418294181453
0.8614147082671081,0.8618984610042486,0.8607810079660526
0.938802071938081,0.9525253782538414,0.9353604575478128
0.9281845148079059,0.928953463155167,0.9284639097554872
0.8939938321192565,0.8972520051673553,0.894832653952738
0.8911144637750278,0.893602530475608,0.8995761674743779
0.8761466762341537,0.8783986806442099,0.8782471922123084
0.9542166038728219,0.9542483486476705,0.9542802408025317
0.8866134317190933,0.8890546638305408,0.8886068740631967
0.9065535007409533,0.9045947042415734,0.9062852534368603
0.9328645269036159,0.9374432954435526,0.9369207077308653
0.9366668803205083,0.9361527935843329,0.9365442170139184
0.8530648854472984,0.8531494192942499,0.8541071120935788
0.8114803650569231,0.8207930420551961,0.8250440640488207
0.8401398068390878,0.8376875538874292,0.8357971187404265
0.9138762905089263,0.9136317391337309,0.9148706202234965
0.8669247428479526,0.8620789885202698,0.8652489063907833
0.8720829877909138,0.8666785598831923,0.8653279328022772
0.8910429417918474,0.8910429417918474,0.8884181607539309
0.9176513652812807,0.9184593861176483,0.9187710228463181
0.890516644036721,0.8908634116815691,0.887676314489189
0.912877238448564,0.9045986150752551,0.911856607724761
0.9046208769895663,0.9025804250746409,0.9060458367571997
