8.122532502349528727e-01,8.118871341822442300e-01,8.110955453632436862e-01,8.111513932047027531e-01,6.903992390531533685e-01,6.711152766220567223e-01,6.486872639428806764e-01,6.448943358651781921e-01,8.122532502349528727e-01
8.459722717801566594e-01,8.459378220066120502e-01,8.457935422826468042e-01,8.457983117019813868e-01,7.022677482990130615e-01,6.931917401991828376e-01,6.749112648173394291e-01,6.508841464052002035e-01,8.455900235168685164e-01
8.201705183445214820e-01,8.201985315183679681e-01,8.201968267769624843e-01,8.202109890932326453e-01,6.787058045127787320e-01,7.144342495372968393e-01,7.088909079505454347e-01,7.004997377779771384e-01,8.201985315183679681e-01
7.967301537234829922e-01,7.967041526846960764e-01,7.965519469258829366e-01,7.965698889583361364e-01,6.532367542484609491e-01,6.619355165526603635e-01,6.517165000613838188e-01,6.585709110332060856e-01,7.942896877192074934e-01
8.222194335251018504e-01,8.224285764436888302e-01,8.230091451703908101e-01,8.230393486744254083e-01,7.096634628797596767e-01,6.992263695351066399e-01,6.767533704621999657e-01,6.588792143499367926e-01,8.222194335251018504e-01
8.321516537123968549e-01,8.320214911809871161e-01,8.313815763713873208e-01,8.313957289692952557e-01,6.875186447417394042e-01,7.035709726760605021e-01,6.977295892803070387e-01,6.811621560514691254e-01,8.310316460486564250e-01
8.482038690748079368e-01,8.482255607505988504e-01,8.481559128969420325e-01,8.481806097869049044e-01,7.035741728798405870e-01,7.300321770097757401e-01,7.222289755736925887e-01,7.002804042208365942e-01,8.481777902427476423e-01
8.179457247596086944e-01,8.175295910414006606e-01,8.164254383196288822e-01,8.164710555555110272e-01,6.876907618999561489e-01,6.623213137712777865e-01,6.466839028188571259e-01,6.397993705215154758e-01,8.179457247596086944e-01
8.279704362730753164e-01,8.280489930406875754e-01,8.283161653239435873e-01,8.283243290166584227e-01,7.212875690280897700e-01,7.187288308932391345e-01,7.015888621935386649e-01,6.903253960998854133e-01,8.280489930406875754e-01
8.309087092393396823e-01,8.303649468885421214e-01,8.292721112040825071e-01,8.293819036012882728e-01,7.005915897042870322e-01,6.892913791408418200e-01,6.763819440799831995e-01,6.651045562319433113e-01,8.265811250842248770e-01
8.242925968878268561e-01,8.244578882607058734e-01,8.247328035261878298e-01,8.247663190742893224e-01,7.450914381037965217e-01,7.219424701713239578e-01,7.234507948206196914e-01,7.125486358532382436e-01,8.258041597884232532e-01
8.117434850292499782e-01,8.120879999538899163e-01,8.126234993708997267e-01,8.126575805324111057e-01,7.129072840150139090e-01,7.170734865122210255e-01,6.961584099937028203e-01,6.645772416846635888e-01,8.117434850292499782e-01
8.195560872237807049e-01,8.191977478647478605e-01,8.183012900624169195e-01,8.183275802420680867e-01,6.815779618713633248e-01,6.758435314547247552e-01,6.749262889015891220e-01,6.626037934861266354e-01,8.168166790197460836e-01
7.836312668700705641e-01,7.834515396449674984e-01,7.829905408211103035e-01,7.830370295156253713e-01,6.742609456916113242e-01,6.532490839977729280e-01,6.525447432965345573e-01,6.431837492781962151e-01,7.828380162404536824e-01
8.435689838967050935e-01,8.431219023814149338e-01,8.421037277623090178e-01,8.421686288026558609e-01,6.979483309433447413e-01,7.157574497588305995e-01,6.977359520334485143e-01,6.765331112354018295e-01,8.354779021228193603e-01
