5-fold,10-fold,Adaptive
0.9187510130387491,0.91879764104018,0.9187510130387491
0.9122419206992183,0.912221675501074,0.9122419206992183
0.9176914267495835,0.9177384571186491,0.9176914267495835
0.9155322706252605,0.9155322706252605,0.9155322706252605
0.9221781166290879,0.9221308036785659,0.9221781166290879
0.9203531810643544,0.920294280842581,0.9203531810643544
0.9173038341801671,0.9173560179909733,0.9173038341801671
0.9218639945653023,0.9218051449014617,0.9218639945653023
0.916952454329542,0.9169741973302719,0.916952454329542
0.9160831831049411,0.9161175147836892,0.9160831831049411
0.9172171693320278,0.9172215585790015,0.9172171693320278
0.914598839208937,0.9145733812833058,0.914598839208937
0.9248408680102324,0.9248833821752688,0.9248408680102324
0.9156026286733643,0.9156010593051016,0.9156026286733643
0.9157785091389798,0.9157874917461154,0.9157785091389798
0.9102704356055049,0.9099940227584523,0.9102704356055049
0.9171157108446584,0.9171133378004815,0.9171157108446584
0.920643881816502,0.9206126531849934,0.920643881816502
0.9098039270077214,0.909838944443638,0.9098039270077214
0.9178654684807386,0.9178330652094231,0.9178654684807386
0.9168782725248608,0.9168782725248608,0.9168782725248608
0.9163529361681633,0.9163690456074274,0.9163529361681633
0.9087018282716112,0.9088346269216357,0.9087018282716112
0.9200944656797779,0.9200012766519461,0.9200944656797779
0.9171011348501931,0.9171011348501931,0.9171011348501931
0.9194081480584996,0.9194188371516006,0.9194081480584996
0.9194708389217365,0.9194708389217365,0.9194708389217365
0.916320483027955,0.916320483027955,0.916320483027955
0.9189412523340387,0.9189430455247627,0.9189412523340387
0.9216851760713008,0.9216851868541437,0.9216851760713008
0.9173484886135645,0.9173403869580186,0.9173484886135645
0.9147492085811695,0.9147651959037264,0.9147492085811695
0.9200733648950636,0.9200733648950636,0.9200733648950636
0.9170654623039931,0.917068642577096,0.9170654623039931
0.9175317529983857,0.9175470357773531,0.9175317529983857
0.9159757463688792,0.9159457731523255,0.9159757463688792
0.919053099823277,0.9190286287449577,0.919053099823277
0.9087159809497825,0.9087159809497825,0.9087159809497825
0.9117814667848376,0.9117233516483902,0.9117814667848376
0.9171239600118758,0.9170845732530734,0.9171239600118758
0.9113654891600104,0.9113774652158596,0.9113654891600104
0.9168591973296693,0.917009284072723,0.9168591973296693
0.9186272436402046,0.9186272436402046,0.9186272436402046
0.9213212094304206,0.9213212094304206,0.9213212094304206
0.9202498089542107,0.9202492654222811,0.9202498089542107
0.9143155217046669,0.9143597712456094,0.9143155217046669
0.9158556575825988,0.9159205850334291,0.9158556575825988
0.919089936297624,0.9191876314375748,0.919089936297624
0.9128381055138457,0.9128303293010726,0.9128381055138457
0.9205247221936914,0.9206016538856154,0.9205247221936914
0.9203220230459788,0.9201376229314493,0.9203220230459788
0.9196799052467045,0.9196799052467045,0.9196799052467045
0.9155569324132534,0.9155569324132534,0.9155569324132534
0.915822366956365,0.915822366956365,0.915822366956365
0.9201311664701745,0.9201292616964842,0.9201311664701745
0.9172690026153916,0.9172776217444689,0.9172690026153916
0.9137660812538846,0.9137355575008588,0.9137660812538846
0.9172825142658909,0.9172642981790613,0.9172825142658909
0.9162422476783236,0.916345146435035,0.9162422476783236
0.9243033634236633,0.9243157373486579,0.9243033634236633
0.9102767042885052,0.9103637335662433,0.9102767042885052
0.9143195969771356,0.91455669358561,0.9143195969771356
0.9147249489571762,0.914742230844839,0.9147249489571762
0.9118951594220412,0.9118951594220412,0.9118951594220412
0.9159947341163766,0.9159947341163766,0.9159947341163766
0.9171796372288654,0.9171747446821994,0.9171796372288654
0.911525184136974,0.9115181514100359,0.911525184136974
0.9122229226458768,0.9122229226458768,0.9122229226458768
0.9205199998118215,0.9205204758754988,0.9205199998118215
0.9160123006237433,0.9159785701773249,0.9160123006237433
0.915949544828758,0.9161748712646876,0.915949544828758
0.9184794256992787,0.9184624812619753,0.9184794256992787
0.9156493589573822,0.9156684039870326,0.9156493589573822
0.9185440051014594,0.9184928966923791,0.9185440051014594
0.9180516006424002,0.9180484173848565,0.9180516006424002
0.9193808166094765,0.9193838017432497,0.9193808166094765
0.9225293377608386,0.9225353625836816,0.9225293377608386
0.9187163560835828,0.9186589866068718,0.9187163560835828
0.9176175330442182,0.9176377456063198,0.9176175330442182
0.918125257223371,0.9181126255514854,0.918125257223371
0.915762624717092,0.9157494270882303,0.915762624717092
0.9153142580300233,0.9154351865041102,0.9153142580300233
0.9172154256405933,0.9173225386540087,0.9172154256405933
0.9139517823156811,0.9138585405998476,0.9139517823156811
0.9199897146868461,0.9199954353104535,0.9199897146868461
0.91874925658613,0.91874925658613,0.91874925658613
0.9214203445015903,0.9214168939571078,0.9214203445015903
0.9091599499883801,0.9091439473770212,0.9091599499883801
0.9171331971874579,0.9171577938929331,0.9171331971874579
0.9098557166668334,0.9098570718926374,0.9098557166668334
0.9121120148558306,0.9121115795916405,0.9121120148558306
0.9146843444239491,0.9146843444239491,0.9146843444239491
0.9170019677907351,0.9170945164004916,0.9170019677907351
0.9176497229761365,0.9177843274287151,0.9176497229761365
0.9199182687194887,0.919919933793322,0.9199182687194887
0.9196162816018264,0.9194283344327367,0.9196162816018264
0.9174023924682968,0.9174023924682968,0.9174023924682968
0.91684183642955,0.9169188171369209,0.91684183642955
0.9188649877150927,0.9186841399229929,0.9188649877150927
0.9195758421913828,0.9196042110354745,0.9195758421913828
