8.069475255595768282e-01,8.069996431275850979e-01,8.059671446709760767e-01,8.063723427680518085e-01,5.842720050627584483e-01,5.624837728298737183e-01,5.342613015212933636e-01,4.918157369636815268e-01,8.063723427680518085e-01
7.664803592491987727e-01,7.689781669417906640e-01,7.666464663856538131e-01,7.679035098844997353e-01,4.002212563194846862e-01,5.433906124529868098e-01,4.808955284816782694e-01,4.195447757149420864e-01,7.502702252224426882e-01
8.466119286148572343e-01,8.455571872571292502e-01,8.458796969621098505e-01,8.458948014434017892e-01,6.535213996171835849e-01,5.445311062632662846e-01,5.147571607751297851e-01,4.816637204211793311e-01,8.458948014434017892e-01
8.540318034283336246e-01,8.520258623883221194e-01,8.497938188742939492e-01,8.501148291009861246e-01,6.132386584029194676e-01,5.701101530557272090e-01,4.963244497983057002e-01,4.524406726319593064e-01,8.540318034283336246e-01
7.432447537729887088e-01,7.415532669065173499e-01,7.413389832776047239e-01,7.414965294674247254e-01,3.836327383377611255e-01,3.683922608070560045e-01,3.675589727660489858e-01,3.228084534271254968e-01,7.432447537729887088e-01
7.497648119809576794e-01,7.505515052638090934e-01,7.506257205168239688e-01,7.516076942637752722e-01,5.810192335255294216e-01,5.947929543728833757e-01,4.999515750463479069e-01,4.758947211974955405e-01,7.497648119809576794e-01
9.040122204484037916e-01,9.054274348425753738e-01,9.050275714192389520e-01,9.050485901458737992e-01,5.867644635116733287e-01,6.083234162463291295e-01,5.828989445844978690e-01,4.960965668929729899e-01,9.040122204484037916e-01
7.614416585106900115e-01,7.682102383643686361e-01,7.690127707279059699e-01,7.717460619557573454e-01,6.169075809798447718e-01,6.091702834046976989e-01,6.490600949664114827e-01,6.450320825238819999e-01,7.832798102891165293e-01
7.417168477434370466e-01,7.413725435417835019e-01,7.413529836001928608e-01,7.414224976128008793e-01,5.453129109539063268e-01,5.644876102484386315e-01,4.906541089484820484e-01,4.612893626634027022e-01,7.417168477434370466e-01
7.249972459717329842e-01,7.339532022764566621e-01,7.285998145025394113e-01,7.286812940463559540e-01,5.240786693259298357e-01,5.699255692432591003e-01,5.937482888283238669e-01,5.557918963730380524e-01,7.280750295996920585e-01
8.874886300990036947e-01,8.862885491280865224e-01,8.856632296683916161e-01,8.858085088899432247e-01,5.350084385072495508e-01,5.091686803213698598e-01,4.601389843306445959e-01,3.785431573020090479e-01,8.641101185783444105e-01
6.917084545693963360e-01,6.932317092792943392e-01,6.932325916949544364e-01,6.933816808868265014e-01,4.281874627906099295e-01,3.851741334790297344e-01,3.316129296793931536e-01,2.852914625575728724e-01,6.959861230171362489e-01
8.906220813978646955e-01,8.883307222611924736e-01,8.889035300894985170e-01,8.890573972208857256e-01,5.699231440656757908e-01,5.158877814831257513e-01,4.866904281585897607e-01,4.709529858139037684e-01,8.906220813978646955e-01
8.231680404292489595e-01,8.255307281520543050e-01,8.239571959306494220e-01,8.242316988789640808e-01,6.358537711767090483e-01,6.196397232198537219e-01,6.324647019481306476e-01,5.786992843629277239e-01,8.235686924395821951e-01
8.623716836897691307e-01,8.633196604211000880e-01,8.629710517984831020e-01,8.632805873020179543e-01,4.708768349670081621e-01,4.697899468716267846e-01,4.349668994202200434e-01,3.781078655039317171e-01,8.624535717923795808e-01
7.917751935193817481e-01,7.945304734767435484e-01,7.923771944836491832e-01,7.926713798837600189e-01,5.458744006906232071e-01,5.539643655807544587e-01,5.505537633407243669e-01,4.713526100483129699e-01,7.878200012137404062e-01
7.125103707975628531e-01,7.118662576215242233e-01,7.110413342382058133e-01,7.116638384423628061e-01,6.003819617484538185e-01,5.738861392979545117e-01,4.986798610005174215e-01,4.167968034249455167e-01,7.102495061633604667e-01
8.217212236659303670e-01,8.219143302499390957e-01,8.217894129082579102e-01,8.218533368126916816e-01,5.198078464992310632e-01,5.031020076303257538e-01,5.362721310025226895e-01,4.908012132057655297e-01,8.184886852311819005e-01
8.737418537646374217e-01,8.730517915286351016e-01,8.713263044285776138e-01,8.713266405474499043e-01,4.554546057676861492e-01,4.778562242991178932e-01,3.781196398208773735e-01,3.870210985788503644e-01,8.737418537646374217e-01
7.897406920519632889e-01,7.925243533913606253e-01,7.918757059003380672e-01,7.930052864121979184e-01,5.578072574860155619e-01,5.599183003412144810e-01,5.818660733104145111e-01,5.305338442456523085e-01,7.972831242627776982e-01
