osl,ridge,lasso,enet,knn_5,knn_10,knn_15,SuperLearner
0.7559278197432278,0.7555521562547841,0.7053151215282879,0.7439773105619807,0.5479098438025936,0.5497230629964361,0.5507772918730549,0.7418313561992302
0.746943752140702,0.7466868549938306,0.671057214450703,0.7333656655098886,0.583223383037296,0.5894395952576621,0.5945203873150118,0.7303480951050247
0.706384256716742,0.706301098046002,0.653965600711562,0.6977805801942574,0.4891491232681491,0.5354891049513342,0.5274540189336614,0.6960953531183992
0.7219601022287959,0.7221199080714156,0.6646823352160391,0.7165466350837484,0.5479995051565468,0.5586203878093805,0.5607673024259923,0.7131847872138828
0.7225625578383457,0.7227992992990844,0.6671225533164338,0.7194093990409597,0.4946111073595527,0.5159885458946614,0.5271819684541345,0.7165890135955642
0.709260066863358,0.7092544508805438,0.6550740647518123,0.7016999593377373,0.5271001707216008,0.564643864671295,0.5575586430694865,0.7016999593377373
0.6816686719611252,0.6822155453292285,0.6384518113296109,0.6840814397389285,0.4910807831220043,0.48593160081656617,0.4952893768620039,0.6808487655574302
0.72336766294427,0.7234696629616467,0.6619471599492341,0.7161013753274322,0.49109268437293985,0.5339534750680491,0.5255776990734361,0.7100036725808159
0.7599105520460971,0.7602639015852124,0.7064447685652742,0.7596476719646764,0.5428640384693058,0.5808708744483976,0.5760533099037783,0.7567404249359329
0.7602839278328727,0.7607674799346233,0.7251675841142006,0.7620405040799139,0.5649316536071525,0.5903070148268141,0.5978381355431366,0.7620405040799139
0.7233208209935869,0.7234815715467195,0.6750863261815465,0.7186184509884821,0.5304601908909299,0.5455454971676896,0.5562429047743974,0.7186184509884821
0.7690018763833799,0.7690260968606819,0.7030897309295385,0.7603035654990931,0.6019729893051377,0.6055159371506798,0.6021227938077773,0.750544495871673
0.7831681841596485,0.7830300962115971,0.7247930614677659,0.7724266745077084,0.5592159429660611,0.5906423515565704,0.5809026115761561,0.7724266745077084
0.7514020945917909,0.7514233701562721,0.7063817016423284,0.7437728675781943,0.5401450844156581,0.5621212858817862,0.5598058110566506,0.7478952927329376
0.7484229824119478,0.7482068104742354,0.6892595021259934,0.7376233969666873,0.49957128398630757,0.5391648340527742,0.5479767436540697,0.7376233969666873
0.7384614135956978,0.7379203332158213,0.6628490082016896,0.7251355273738345,0.49234526419214875,0.5044904501430523,0.5178156802972407,0.7384614135956978
0.7700715027943378,0.7698227833964488,0.7062759487351187,0.7576020819773945,0.5555019282236052,0.5820385068606466,0.5804392227910429,0.7576020819773945
0.7576553496611315,0.7577057543080474,0.690814028410863,0.7481776695869009,0.559149936738139,0.5676822527128604,0.571018453621362,0.7559668304599991
0.7651888173794613,0.7653880042677654,0.702749966316372,0.758877223547769,0.5424376565771509,0.5672420693730935,0.5688907777667729,0.7600186997886513
0.7459580666264338,0.7460611100037993,0.6841082831146441,0.7393952503324073,0.5425490258212553,0.5644365905681135,0.585168107299856,0.7393952503324073
0.7323619285928276,0.7326470670509783,0.6797391790694973,0.7298915820989464,0.5318202660837348,0.5801060237148012,0.5865072525070285,0.7251236843155642
0.7783342722919704,0.7782832864491979,0.7166396642265265,0.7684994187882149,0.5846981991133756,0.5961606962861393,0.5837018310481656,0.7782136847320236
0.7527734646692689,0.7526916727422592,0.6886437655283149,0.7422342142000149,0.5334086227414628,0.5513832487235578,0.5511426691715314,0.7405039475038397
0.6914514784041991,0.6913784824533338,0.6389367663329064,0.6832727385505014,0.49383245300586853,0.5038328218423909,0.4926601482667927,0.6885104597786211
0.7329425489649534,0.7328798557247473,0.6591951205546178,0.7215038499112811,0.5099245985575944,0.5194467801902642,0.5179416237571168,0.7258173578740379
0.7402947330823749,0.740373539728808,0.6722941644941288,0.7326146999889381,0.5405166173456567,0.5518778440943726,0.5482092294362382,0.7402092115538094
0.7650249182300819,0.7649861207685349,0.7052044348011239,0.7568183948208596,0.5269884312269262,0.5624782423721164,0.5646112899145972,0.7555601218031889
0.73159994931889,0.7310303979897045,0.6602312255420687,0.7150840343383271,0.48287963805092227,0.519630689035363,0.5331605085064157,0.7201200330215175
0.7551242046661071,0.7547705279245822,0.6840179101604138,0.7416377464521411,0.5112988449541888,0.5189671734962356,0.5129009265628623,0.7473479942867571
0.7694655659000553,0.7690283427032596,0.7057964884254144,0.7551455530864574,0.5587819433213598,0.5661684921542379,0.5707990685915469,0.7540581106000247
0.7894367493029116,0.7890819957974496,0.70917216061374,0.7761029629422163,0.5603664223399926,0.5994285860710153,0.5928747273098605,0.7837289717261284
