FewOptimized,LotsNotOptimized
0.7320805588302061,0.7320805588302062
0.8689296374302214,0.8689296374302216
0.931400223691823,0.931400223691823
0.8858028940813955,0.8858028940813955
0.787398376373759,0.787398376373759
0.8468077224143651,0.8468077224143651
0.9066181367242141,0.9066181367242141
0.7799061482877284,0.7799061482877284
0.922264265316402,0.922264265316402
0.8375119867179699,0.8375119867179699
0.90897073474492,0.9018654855539444
0.8093397489535474,0.8093397489535474
0.8418464771642618,0.8396846966956539
0.8872804994590271,0.8872804994590271
0.839972832655246,0.839972832655246
0.9349981279992128,0.9350622777890795
0.880859648315452,0.872122773449371
0.8136138676059156,0.8136138676059157
0.9366564390525176,0.93615123419627
0.7671542643364838,0.7766440058590269
0.8941171952920922,0.8941171952920922
0.874389615866757,0.874389615866757
0.8780618719795332,0.8780618719795332
0.8580729380778779,0.8580729380778779
0.908734036022154,0.908734036022154
0.8692187148924355,0.865339684574499
0.9254263409227559,0.9254263409227559
0.8809666435319384,0.8809666435319384
0.9053980045549932,0.9063807905452963
0.9208706956573323,0.9208706956573323
0.8489439768183895,0.8489439768183895
0.8545291454253015,0.8545291454253015
0.9076356115614829,0.907635611561483
0.8616557741832269,0.8616557741832269
0.9188387369193338,0.9188387369193338
0.8760080302285166,0.8760080302285166
0.8052201438942793,0.8052201438942792
0.8685902930023117,0.8685902930023117
0.8489172149605775,0.8479761849506893
0.9061574507077033,0.9061574507077033
0.8694656539907508,0.8694656539907508
0.8494471850855423,0.8494471850855423
0.9168037351532943,0.9167754819536608
0.8261994395215251,0.8265403545880435
0.7044546943863008,0.7044546943863008
0.8494211781949375,0.8494211781949375
0.8889867839531177,0.8788848923343361
0.8598511644638828,0.8598511644638828
0.944111209173333,0.944111209173333
0.8807412922904112,0.9369331200793889
0.9102853155637849,0.9102853155637849
0.8858280033412217,0.8858280033412217
0.917023748280525,0.9149331273050202
0.8170287592147413,0.8170287592147413
0.7007857328572458,0.6957114533502025
0.8050707418923241,0.8061932039539179
0.8705064863173407,0.8693577142864137
0.7434789021466373,0.7434789021466373
0.8396047682216841,0.8396047682216841
0.7893748507248148,0.7876616920553875
0.8889465096609944,0.8868521542606389
0.8201510238358088,0.8168142432272701
0.8115563853873893,0.8115563853873893
0.9227806434653848,0.9232933386727412
0.916871875277573,0.9130745713974339
0.8124753098598834,0.8124753098598834
0.7396281031951967,0.7396281031951967
0.8823232119509202,0.8727292024576508
0.8589596808450892,0.8593707126245083
0.7995229424578364,0.7990872537629732
0.8574296056638637,0.8578375886175159
0.8872658619679564,0.8872658619679564
0.767754742659874,0.767754742659874
0.9280317890675409,0.9222877944123602
0.8403884848558221,0.8417185886295091
0.8662119449541377,0.8662119449541377
0.6725590908722838,0.6725590908722838
0.8982476551372105,0.8982476551372105
0.8613697765495866,0.8628688110456638
0.9240409888305038,0.9240409888305038
0.9247577968538323,0.9247577968538323
0.9156650045209663,0.9156650045209663
0.8413461256316209,0.8413461256316209
0.8936514525092577,0.8936514525092577
0.7846384106112367,0.7850323916109448
0.830983852949211,0.830983852949211
0.9134823175003803,0.9159485909256633
0.7506445034406568,0.7506445034406568
0.7923244728067419,0.7923244728067419
0.9334993398807486,0.9334993398807486
0.8202399050906587,0.8138911285120123
0.9484229149999418,0.9484575058532563
0.7946330163530242,0.7884547956293093
0.9117620109911151,0.9117620109911151
0.8970072105900201,0.8970072105900201
0.9389050412710639,0.9389050412710639
0.8624838126410105,0.8624838126410105
0.8761990036675814,0.8761990036675814
0.766456294357212,0.766456294357212
0.8458405640863341,0.8301072900873978
