osl,ridge,lasso,enet,knn,SuperLearner
0.9976740668518217,0.9976694236582836,0.0,0.37074830309985984,0.849083963614343,0.9976740668518217
0.9970864843174623,0.9970792910220572,0.0,0.35889379008115274,0.8517923681510998,0.9970792910220572
0.9972635087543845,0.9972692724157008,0.0,0.3760093135009023,0.8642311499526527,0.9972692724157008
0.9961069171006129,0.9961173325464188,0.0,0.36215707984840406,0.8602813864116702,0.9961069171006129
0.9976219757332087,0.9976271200289355,0.0,0.3727687866674291,0.8629047464670339,0.9976271200289355
0.9975884894299472,0.9975881368840683,0.0,0.36374736172194855,0.8537879837381204,0.9975881368840683
0.9975572168595287,0.9975583459227612,0.0,0.35396224529045495,0.854045617646442,0.9975572168595287
0.9977313761408184,0.9977323067014129,0.0,0.3380664977329687,0.8521759627537968,0.9977323067014129
0.9977808198315,0.9977824298888015,0.0,0.3531426366423359,0.8602980923232271,0.9977808198315
0.9981701724927751,0.9981724613233062,0.0,0.36813289196227383,0.8614554748862102,0.9981701724927751
0.9966384447167234,0.9966501112004744,0.0,0.36723586940445985,0.8632332028669975,0.9966501112004744
0.9978608340962567,0.9978629777373037,0.0,0.3629411228753431,0.8613417037187492,0.9978629777373037
0.9974172606186269,0.9974161365773404,0.0,0.3599701107607991,0.8578709336340983,0.9974172606186269
0.9971895707198529,0.9971829757685416,0.0,0.36395399871761913,0.855757710665592,0.9971895707198529
0.9978904628972434,0.9978913620974883,0.0,0.3819735979085288,0.8660964896092358,0.9978904628972434
0.9974739098673491,0.997475676416986,0.0,0.3614700740771353,0.8498696049153083,0.997475676416986
0.9976827581508434,0.9976792838178927,0.0,0.35727215222233644,0.85608877516484,0.9976827581508434
0.9978315100861497,0.9978311024993747,0.0,0.35534198277195894,0.8587721061537255,0.9978315100861497
0.9976051331375628,0.9976105181989754,0.0,0.3719614855134892,0.8656817568154045,0.9976051331375628
0.9975233934708442,0.9975192392694909,0.0,0.34711832235932927,0.8477748316748912,0.9975192392694909
0.9977003852037916,0.997699646481424,0.0,0.35477220680127997,0.8473270031234061,0.997699646481424
0.9978593082640099,0.9978603449713147,0.0,0.34609676219165664,0.8509717966469887,0.9978593082640099
0.9979270861044319,0.9979259866855059,0.0,0.391065153305733,0.8635205364500966,0.9979270861044319
0.996825813011248,0.9968295752112918,0.0,0.3784860744642494,0.8612453633437093,0.9968295752112918
0.9973747906286036,0.9973819267292791,0.0,0.3536926107544518,0.8646256335330167,0.9973747906286036
0.9970614297867825,0.997053159672068,0.0,0.3679133769474703,0.8481532214409806,0.997053159672068
0.9977166883422641,0.9977179127462418,0.0,0.36062126577210474,0.8504042852827511,0.9977166883422641
0.9974943384432505,0.997500162915493,0.0,0.37580010315295365,0.8654325401625469,0.9974943384432505
0.997275835320618,0.9972835205898,0.0,0.36435905483666164,0.8595087656279712,0.997275835320618
0.9964773944242736,0.9964691441102036,0.0,0.3528123377065997,0.8450165844135302,0.9964773944242736
0.9979454819399637,0.9979469684287656,0.0,0.37861841930094453,0.8609577468728409,0.9979469684287656
0.9974081364995757,0.9974158880714362,0.0,0.34589181890457876,0.8553890365561665,0.9974158880714362
0.9974621201271718,0.9974598651053322,0.0,0.3710357569421058,0.8584419003526825,0.9974598651053322
0.9959929376181391,0.9959823119717469,0.0,0.35884288905843975,0.8370273348460491,0.9959929376181391
0.9976438483245036,0.9976464350507487,0.0,0.3688553998198991,0.8645902923437575,0.9976438483245036
0.9969782692774423,0.9969724758880242,0.0,0.3654670482251321,0.8517778796866424,0.9969724758880242
0.9974532967161122,0.9974482028693744,0.0,0.36054851570183766,0.8496062620323356,0.9974532967161122
0.997928311790946,0.9979286733223588,0.0,0.34952076566104195,0.8541898717547001,0.997928311790946
0.9963816006103869,0.996392496182994,0.0,0.38060227397540636,0.8601056424637394,0.9963816006103869
0.9978209303852069,0.9978213495393855,0.0,0.35399504261091563,0.8530602341328841,0.9978213495393855
0.9967158660007378,0.9967266358312644,0.0,0.37120494239786295,0.8673002287716689,0.9967158660007378
0.9969449792319192,0.9969526728212164,0.0,0.3594995219313598,0.8437000061098241,0.9969449792319192
0.9963613711057607,0.996372985401378,0.0,0.37524808375797714,0.8648515288581731,0.9963613711057607
0.9976982093897512,0.9976977638394104,0.0,0.37708773036852794,0.8551476981557603,0.9976977638394104
0.9971575704993713,0.9971537700407778,1.1102230246251565e-16,0.37527257297140126,0.8468065906178651,0.9971575704993713
0.997893387079931,0.9978948234587959,0.0,0.37863367915071844,0.8622704212889781,0.997893387079931
0.9975957991931904,0.9976016339496182,0.0,0.3682173083013761,0.8630486085222698,0.9975957991931904
0.9971718254262625,0.99718007551819,0.0,0.34726796218082334,0.8589975855402965,0.9971718254262625
0.9977692455982332,0.9977688827875218,0.0,0.3596928950851275,0.8434390309817045,0.9977692455982332
0.9976199592883053,0.9976188999929024,0.0,0.37019852271666864,0.8461769762080376,0.9976188999929024
0.9978733787382537,0.9978750543021563,0.0,0.36075774702033436,0.8500601285644602,0.9978750543021563
0.9979674419048233,0.9979654229841781,0.0,0.37489059296702776,0.8560988615131288,0.9979654229841781
0.9976549751242016,0.9976558748908273,0.0,0.35620741562200264,0.8521930539458279,0.9976558748908273
0.9971500635724976,0.9971542608879774,0.0,0.37283403175321383,0.8588123657023612,0.9971500635724976
0.9976642791243739,0.997666989003348,0.0,0.3661642317745333,0.8586564633214792,0.9976642791243739
0.9974286217857784,0.9974236569201623,0.0,0.3723546440500405,0.8530017159938388,0.9974236569201623
0.9978572441595348,0.9978546211109343,0.0,0.36496219672005525,0.8483422229755619,0.9978572441595348
0.9979533827111404,0.997954885582054,0.0,0.3626374082416153,0.8582678645489586,0.9979533827111404
0.9976730454342279,0.9976724611850514,0.0,0.37400245036953084,0.8580615222179586,0.9976730454342279
0.9974826255380571,0.9974792239008002,0.0,0.3702464727776781,0.8525024191267444,0.9974826255380571
0.9973224275119992,0.9973152705961933,0.0,0.375793593510646,0.8482256419071807,0.9973224275119992
0.9979739630819372,0.9979742109382166,0.0,0.3595116404151212,0.8539812134818302,0.9979739630819372
0.9978636088702971,0.9978663917474028,0.0,0.351281030537827,0.8554787785475538,0.9978636088702971
0.9973570896802982,0.9973605823055264,0.0,0.3724664802347556,0.8596428417057096,0.9973570896802982
0.9972078532093391,0.9972149401356022,0.0,0.38031186681970486,0.8607855921911042,0.9972078532093391
0.9979261201668584,0.9979273813921067,0.0,0.38088571190752774,0.8624355204809494,0.9979261201668584
0.9969545846024649,0.9969646008387731,0.0,0.3592357820054368,0.8629860419307824,0.9969646008387731
0.9975326680517046,0.9975315841550847,0.0,0.3616814297204888,0.8476949567507258,0.9975326680517046
0.9978366779668938,0.9978371898385161,0.0,0.3546178545373978,0.8473715145672266,0.9978366779668938
0.9976003721837226,0.9976068167300467,0.0,0.35856339821849137,0.8693382459893866,0.9976068167300467
0.9972721628754252,0.9972727723043735,0.0,0.3509158433481455,0.8527403752600489,0.9972721628754252
0.9978799623196655,0.9978805468399372,0.0,0.3872182179900424,0.8654541557470701,0.9978799623196655
0.9973385871387824,0.9973331477980936,0.0,0.3622500066414549,0.8511287862580037,0.9973385871387824
0.996290625885146,0.9963029470530776,0.0,0.3609370893073818,0.8642486860010136,0.9963029470530776
0.997458573257574,0.9974549789894062,0.0,0.37850450903159705,0.8629126176970053,0.997458573257574
0.9971416829840809,0.9971484737632722,0.0,0.38030698856369016,0.8693887336487877,0.9971416829840809
0.9972945111828708,0.9973029124610404,0.0,0.362813173948491,0.8617415195858217,0.9973029124610404
0.9975840638678983,0.9975843126453182,0.0,0.37605114891336666,0.857930122792903,0.9975840638678983
0.9980417236558136,0.9980415467552988,0.0,0.37665468305567285,0.860017926610539,0.9980417236558136
0.9974484237266957,0.9974426616268849,0.0,0.34330161564198713,0.8352631782247434,0.9974484237266957
0.9977550203305126,0.9977545355491485,0.0,0.3806669083812432,0.8549842487779564,0.9977550203305126
0.996845609949242,0.9968522292011297,0.0,0.3737809624169318,0.8705785168080017,0.996845609949242
0.9978784825099146,0.9978834043314609,0.0,0.3661035753202616,0.8692909450961727,0.9978784825099146
