ols,elastic_0.01,elastic_0.1,elastic_1.0,elastic_10.0,ridge_0.01,ridge_0.1,ridge_1.0,ridge_10.0,lasso_0.01,lasso_0.1,lasso_1.0,lasso_10.0,knn_5,knn_10,knn_15,knn_20,SuperLearner
0.9002346697585131,0.901377141742565,0.869238020881322,0.07518382465619378,0.0,0.9002418242881527,0.900305535130397,0.900876438470636,0.9009420424777411,0.9011789164110633,0.8288230281535156,0.0,0.0,0.5913380349009647,0.6196401801066495,0.5620911060790887,0.5468052802961811,0.8945987725165296
0.8393320242870538,0.8434712409238037,0.8383805860309484,0.16759846556600067,0.0,0.839350914076294,0.8395201259365122,0.8411346916215581,0.8506445633917992,0.8444990077338396,0.8176249939969195,0.0,0.0,0.5939456260966074,0.5951554699626134,0.5577859563229404,0.5427774286103326,0.8468579074995493
0.7953088467673916,0.80217173273022,0.8224947608094516,0.13881055941536213,0.0,0.7953241095055243,0.7954607315521572,0.79675462132433,0.8035038751701831,0.8058577281546141,0.8148953112612902,0.0,0.0,0.4062001696075571,0.4593998303466992,0.4377226380490993,0.4330751112053478,0.8032518018871797
0.8549626268218575,0.8562526492919572,0.8317276809803672,0.158418247993536,0.0,0.8549593015407846,0.8549289708481467,0.8545863987085943,0.8478090966827629,0.8576218023267899,0.7887985353918812,0.0,0.0,0.582346846975927,0.6211425081319166,0.5715895129711339,0.5584068152805957,0.8531733269675641
0.8136872313685493,0.8129541536954368,0.7770870535801372,0.08066269624464895,0.0,0.8136868879705074,0.8136831885441214,0.813587075904556,0.8077172561564829,0.8120397038437945,0.7380098938491466,0.0,0.0,0.5623100236450129,0.4832705332296643,0.4452936832432536,0.40378747463369224,0.8079970883890224
0.835460734309133,0.8382470788129891,0.8226680257871088,0.18357309787795417,0.0,0.8354693271420885,0.835546032039451,0.8362517421005882,0.8381228616033597,0.8390619622363589,0.7897113711053738,0.0,0.0,0.5715205169951596,0.5709970274435163,0.5245189698243703,0.5184006764711506,0.8377026297060959
0.8209635163060834,0.8196044617182302,0.7788984518836578,0.11434390709661557,0.0,0.8209646888394804,0.8209745900448214,0.8210103876523613,0.816158784588906,0.8179414065779129,0.7531120708570231,0.0,0.0,0.5097775715229842,0.5033466580388264,0.4717791288508755,0.47490088469396896,0.8072099798610657
0.8672477530834344,0.8700401588343631,0.8647637817613266,0.1644615817937426,0.0,0.8672512558278512,0.8672822859637481,0.8675443889428806,0.8660226331827652,0.8722449525008846,0.841568580900335,0.0,0.0,0.6004375643271566,0.581171777897318,0.5551667080868653,0.5597892906627346,0.8689014500830787
0.8366775804887352,0.8363100329249542,0.8036279418804344,0.1588068098830211,0.0,0.8366658655773951,0.8365601577266275,0.8354765066603702,0.8224371595855273,0.837041160347664,0.7711318477997839,0.0,0.0,0.5473567199533513,0.5418995774167495,0.5406600268282357,0.4961406591754072,0.8106253249773815
0.8688067150900061,0.869019527532085,0.8455567789800007,0.1720700211285533,0.0,0.868796289242338,0.8687022387919554,0.8677405421241458,0.856333009802271,0.8701489865802057,0.8250074470655404,0.0,0.0,0.6116909759731377,0.5280736343322081,0.5016829961397224,0.47660982994298795,0.8639925679108474
0.8511083903521075,0.8537339990337625,0.8430928366893569,0.18886189960786148,0.0,0.8511110185929643,0.8511342483003224,0.8513251812984541,0.849678630015666,0.8557409947712088,0.8270440549721456,0.0,0.0,0.46640380218808786,0.5096540769673152,0.48149207361973734,0.4703488794747388,0.8430928366893569
0.8240581899534724,0.8190158740630051,0.773979562899861,0.1585425672061277,0.0,0.8240458520051609,0.823934565963502,0.8227979910623006,0.8094877125105633,0.8163722371255328,0.7362297641711366,0.0,0.0,0.5456715876771645,0.5385930036221496,0.5601740514197433,0.5231448007341489,0.8163722371255328
0.8379859068696549,0.8383545373767662,0.8097347428689577,0.16467980147674322,0.0,0.8379708707037719,0.8378352518426293,0.8364507660909627,0.8203985758753598,0.8399445167301457,0.7823356537200051,0.0,0.0,0.4346470678578981,0.5270776076271578,0.5284331205307067,0.5419930634340525,0.8112891427974901
