FewOptimized,LotsNotOptimized
0.8963647052102822,0.89636549110721
0.8955589907003503,0.8955589907003503
0.9022850054692317,0.9022750329557409
0.8837368564251042,0.8837368564251042
0.8998620537014281,0.8998620537014281
0.8933373404236257,0.8933375695142485
0.9034409895348593,0.9034409895348593
0.9007344800278667,0.9008104645070604
0.9006589480916318,0.9006589480916318
0.8952277161109475,0.8950996591841759
0.9022263384325765,0.9022040220344405
0.9010344487307884,0.9010344487307884
0.8890966916432873,0.888946225612727
0.898960697716187,0.8988193194180734
0.893361171221445,0.8932486569927947
0.897599673005439,0.897599673005439
0.8879142867735041,0.8877538644731169
0.8767982229161221,0.8767982229161221
0.8994082185044824,0.8994498422206622
0.8980102315137415,0.8980027458000561
0.9001969812516292,0.9001717877828715
0.8897245097137341,0.8896047112668651
0.8888957861165773,0.888659297616771
0.9033780056015842,0.9033780056015842
0.894374929039343,0.8944188612465246
0.8965288519822375,0.8966487084041992
0.8917969170381177,0.8917969170381177
0.8969228165815376,0.8968621841935789
0.8865003388054137,0.8864760748088949
0.8940642757258397,0.8940827696580828
0.9018285767892767,0.9018285767892767
0.9007618169720932,0.9007618169720932
0.8941921464887242,0.8941921464887242
0.9007009342310413,0.900700971638261
0.887281169996573,0.8872890891145766
0.8955378161468512,0.8954918841388364
0.8950110564287982,0.8950076991518428
0.8964030871178941,0.896351381171719
0.9013075479238284,0.9013075479238284
0.8981926278616498,0.8981890555078818
0.900565728593745,0.900565728593745
0.8958404477036048,0.8957439580183602
0.889853811707507,0.889853811707507
0.9013961099149145,0.9013824431024807
0.8870288475257895,0.8869699139486192
0.895379534477876,0.8953782059194617
0.8940420690719463,0.8941376357540465
0.8886749217426757,0.8886939573588539
0.8936035168369493,0.8936035168369493
0.8901007372628182,0.8901033727128687
0.8965706663114158,0.896398383752323
0.8923778286844235,0.8923778286844235
0.8984440887211803,0.8984440887211803
0.8935606197354257,0.8935606197354257
0.9043401624161581,0.9043193971263934
0.8965286804659898,0.8965286804659898
0.8990511109344217,0.8990747490848828
0.9073637312886093,0.9071881594031102
0.9005327354835009,0.900537742510859
0.8962180474727997,0.8962180474727997
0.9007327038120969,0.9007602859501976
0.8963572670557147,0.8963572670557147
0.8886879895069492,0.888661381540409
0.9045601420317896,0.9045601420317895
0.8930571042033667,0.8929667988367611
0.9103297564972678,0.9103238569575821
0.9020030181358812,0.9020030181358812
0.9066356191038145,0.9066356191038145
0.8821107900869702,0.8820723709007623
0.9043741630223386,0.9043741630223386
0.8951441401235056,0.8951305960237176
0.8961539907759648,0.8961539907759648
0.9079331851579393,0.9079013679347714
0.8982561816809571,0.8982561816809571
0.8929767673441154,0.8929943174289093
0.8878649126153212,0.8878109108457045
0.8881177976572127,0.8881225064683371
0.8998934529766351,0.8998588575270421
0.9016075746991256,0.9015933661760859
0.8995045817302405,0.8995045817302405
0.8998678676427596,0.8998678676427596
0.9069898563268328,0.9069898563268328
0.8908442982281002,0.890836618229758
0.8960302544314789,0.8960302544314789
0.9016808685869862,0.9016808685869862
0.8834134666801697,0.8834390171309783
0.8949664004831549,0.8950030360012329
0.8997403632581678,0.899720554660617
0.901281762200919,0.901281762200919
0.9020635223221034,0.9020635223221034
0.8937109781591779,0.8937114395370396
0.9098919889754229,0.9098876813373062
0.8931623564261975,0.8931623564261975
0.8963841932517005,0.8963841932517005
0.9105142955813819,0.9105142955813819
0.8851411224329944,0.884947817639145
0.8900054036604252,0.889959760335162
0.8997963917613917,0.899826170958317
0.9053675325602475,0.9053525516949557
0.8981156468536549,0.8981156468536549
