5-fold,10-fold,Adaptive
0.8715781947554537,0.8713621129890176,0.8715781947554537
0.8756322399843863,0.8756743229361635,0.8756322399843863
0.8741520509618472,0.8740647971671942,0.8741520509618472
0.86653745210083,0.8663703900176194,0.86653745210083
0.868712051931036,0.8687995611067406,0.868712051931036
0.8734007088420831,0.8734582167577352,0.8734007088420831
0.8625581889422363,0.8625606579402216,0.8625581889422363
0.8723633951539392,0.8726930244897396,0.8723633951539392
0.8780833087605212,0.877965690331817,0.8780833087605212
0.8651396878949222,0.8651553163221392,0.8651396878949222
0.8740643492918785,0.8737108825546483,0.8740643492918785
0.8695829719660838,0.869563757460253,0.8695829719660838
0.8661228209072414,0.866060973500276,0.8661228209072414
0.8773416472222947,0.877264196137932,0.8773416472222947
0.8646985204787728,0.8647030636489879,0.8646985204787728
0.8726410318760255,0.8728560052806082,0.8726410318760255
0.874197283278516,0.8741660779164705,0.874197283278516
0.8729765933455976,0.8731045919416318,0.8729765933455976
0.8761666488732434,0.8760291020812399,0.8761666488732434
0.8619379096474846,0.8620565267162181,0.8619379096474846
0.8778162021282062,0.8779758195324058,0.8778162021282062
0.8695302004068144,0.8694351863275664,0.8695302004068144
0.8769026072589946,0.8769390391912992,0.8769026072589946
0.8784420740381506,0.8781505891752245,0.8784420740381506
0.8625398412041172,0.8623843945777758,0.8625398412041172
0.873408117928773,0.8733694169511922,0.873408117928773
0.8712259238909937,0.8711695052799568,0.8712259238909937
0.8755594733825911,0.8755709751333424,0.8755594733825911
0.8826255477564035,0.8826928434856859,0.8826255477564035
0.875971064057495,0.8756688407430879,0.875971064057495
0.8720607878868909,0.8725306077309766,0.8720607878868909
0.8760466329453809,0.8763059550663955,0.8760466329453809
0.8745724176780206,0.8746300648188828,0.8745724176780206
0.8681043297050729,0.868025382678715,0.8681043297050729
0.8707367667325033,0.8708227676872857,0.8707367667325033
0.8766151204288499,0.8765765142866452,0.8766151204288499
0.8805318712310157,0.8805921320789075,0.8805318712310157
0.8816055888446044,0.8817162682247135,0.8816055888446044
0.8656371502149891,0.8655549996991656,0.8656371502149891
0.8747358842891737,0.8746615517125714,0.8747358842891737
0.8746930990666479,0.8749463686956487,0.8746930990666479
0.8826047674269472,0.8827184872182422,0.8826047674269472
0.8800949914578883,0.8798944356000563,0.8800949914578883
0.8764938331964333,0.8762894075298726,0.8764938331964333
0.8735059925859401,0.8734764810336133,0.8735059925859401
0.8720943398253915,0.8717857643489598,0.8720943398253915
0.8591781784879047,0.8591939784459577,0.8591781784879047
0.8760472889761918,0.8762104887763054,0.8760472889761918
0.870056578601377,0.870063242841499,0.870056578601377
0.881710368569836,0.8814655352659063,0.881710368569836
0.8723824154565303,0.8725208761814779,0.8723824154565303
0.8659761642180961,0.8658097366616462,0.8659761642180961
0.8701974993347823,0.870181940710738,0.8701974993347823
0.8799105665646249,0.8798321009605102,0.8799105665646249
0.8760894664554346,0.8760031912608609,0.8760894664554346
0.8746772140556464,0.8747314466158375,0.8746772140556464
0.8743460872153337,0.8742706683061336,0.8743460872153337
0.8700974017090334,0.8703724267470104,0.8700974017090334
0.8708780585406024,0.8710941798814245,0.8708780585406024
0.8715931363245406,0.8716840930080736,0.8715931363245406
0.8770043930458747,0.8769756929534834,0.8770043930458747
0.8756964349175487,0.8758005131340248,0.8756964349175487
0.8689518327537598,0.868922172990475,0.8689518327537598
0.8789051188890303,0.8789557030290166,0.8789051188890303
0.8772297722154276,0.8770175016844076,0.8772297722154276
0.8761585417266796,0.8762105562747591,0.8761585417266796
0.8642834101475644,0.8642262576666433,0.8642834101475644
0.8702387918625512,0.8701978919008855,0.8702387918625512
0.8710574358710031,0.8710876131623646,0.8710574358710031
0.8722933327526413,0.8723057409220152,0.8722933327526413
0.8654894597846354,0.8654454130574305,0.8654894597846354
0.876296475663418,0.8762982447535307,0.876296475663418
0.8711520381334794,0.87118348003646,0.8711520381334794
0.8759344421995161,0.8759146623706292,0.8759344421995161
0.8744732478955553,0.8748605484218327,0.8744732478955553
0.8759286978681292,0.875819259146734,0.8759286978681292
0.8771139107471994,0.8772069045383906,0.8771139107471994
0.87404484731164,0.8739535465713317,0.87404484731164
0.8763546741147867,0.8762420582159256,0.8763546741147867
0.8805501230981234,0.8804492807380786,0.8805501230981234
0.8665867171723867,0.8664264095239465,0.8665867171723867
0.863042453243272,0.8627075886043837,0.863042453243272
0.8640226582444284,0.8636887961079732,0.8640226582444284
0.8743047896728812,0.8742743355086343,0.8743047896728812
0.8754119051313701,0.8754623495946576,0.8754119051313701
0.8777112943550668,0.8776284185042728,0.8777112943550668
0.8800955749366544,0.8800743376810086,0.8800955749366544
0.8756363616621105,0.8756029120876214,0.8756363616621105
0.8738878214860054,0.8739700367096785,0.8738878214860054
0.8674390000545775,0.8673870326815292,0.8674390000545775
0.8835057741993484,0.8835050902360104,0.8835057741993484
0.8769888960705903,0.8770470759067939,0.8769888960705903
0.8720676759167507,0.8720079386695143,0.8720676759167507
0.8673433229022076,0.8671835044377023,0.8673433229022076
0.8724661515742244,0.8723924048915672,0.8724661515742244
0.872662218675956,0.8726497653416005,0.872662218675956
0.8697094165324277,0.8695939477182643,0.8697094165324277
0.871190932669967,0.8709965978803151,0.871190932669967
0.8691472313135871,0.8691349919757132,0.8691472313135871
0.867507077524398,0.8677735003591817,0.867507077524398
